# Rime user dictionary
#@/db_name	luna_pinyin_simp.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	5015
#@/user_id	745a313e-3b80-4f42-9e1d-fa237096293f
a 	啊	c=9 d=1.71725 t=5015
dan shi wo mei you kan dao duan xin 	但是我沒有看到短信	c=1 d=0.0197421 t=5015
dan xiang 	單項	c=0 d=0.033454 t=5015
dan xiang yi dui duo 	單項一對多	c=1 d=0.336216 t=5015
dan yuan ce shi 	單元測試	c=0 d=0.0275271 t=5015
dang 	當	c=0 d=0.129112 t=5015
dang diao yong 	當調用	c=2 d=0.798516 t=5015
dang qian 	當前	c=4 d=1.35532 t=5015
dang qian dui xiang 	當前對象	c=3 d=0.355207 t=5015
dang qian fang fa 	當前方法	c=1 d=0.774916 t=5015
dang qian fang mei you kong zhi quan 	當前方沒有控制權	c=1 d=0.50409 t=5015
dang qian fang you kong zhi quan 	當前方有控制權	c=1 d=0.499074 t=5015
dang qian huan jing 	當前環境	c=1 d=0.551563 t=5015
dang qian mi ma 	當前密碼	c=4 d=0.274643 t=5015
dang qian wen jian 	當前文件	c=1 d=0.965605 t=5015
dang qian ye shu 	當前頁數	c=1 d=0.946485 t=5015
dao 	到	c=8 d=1.42557 t=5015
dao bao 	導包	c=9 d=0.782139 t=5015
dao na 	到哪	c=1 d=0.937067 t=5015
dao ru 	導入	c=3 d=0.981147 t=5015
dao shu 	倒數	c=0 d=0.0135335 t=5015
dao shu di si ge 	倒數第四個	c=1 d=0.136014 t=5015
dao shu ju ku 	到數據庫	c=1 d=0.0259911 t=5015
dao xiao 	到小	c=1 d=0.313486 t=5015
de 	地	c=1 d=0.350394 t=5015
de 	的	c=270 d=16.088 t=5015
de di ceng 	的底層	c=1 d=0.0642483 t=5015
de dui ying 	的對應	c=1 d=0.856415 t=5015
de hua 	的話	c=0 d=0.000909528 t=5015
de shu 	的書	c=0 d=0.0377192 t=5015
dei qu 	得去	c=0 d=0.00156076 t=5015
deng 	等	c=2 d=0.805785 t=5015
deng lu 	登錄	c=26 d=8.45812 t=5015
deng lu cheng gong 	登錄成功	c=4 d=1.07286 t=5015
deng lu fang fa 	登錄方法	c=3 d=0.460704 t=5015
deng lu jie mian 	登錄界面	c=2 d=0.0824965 t=5015
deng lu le 	登錄了	c=2 d=0.674034 t=5015
deng lu shi bai 	登錄失敗	c=1 d=0.470011 t=5015
deng lu ye mian 	登錄頁面	c=2 d=0.736497 t=5015
di 	低	c=0 d=0.00439369 t=5015
di 	地	c=0 d=0.0282239 t=5015
di 	第	c=4 d=1.34079 t=5015
di ceng 	底層	c=0 d=0.00639279 t=5015
di dong 	地動	c=1 d=0.287941 t=5015
di du 	帝都	c=1 d=0.0183156 t=5015
di er 	第二	c=0 d=0.127207 t=5015
di er bai jiu shi ba ji 	第二百九十八集	c=1 d=0.637628 t=5015
di er bai jiu shi jiu ji 	第二百九十九集	c=1 d=0.640824 t=5015
di er ge 	第二個	c=2 d=0.839457 t=5015
di ji 	第幾	c=0 d=0.0937067 t=5015
di ji ye 	第幾頁	c=1 d=0.941765 t=5015
di li wei zhi 	地理位置	c=1 d=0.0205478 t=5015
di san 	第三	c=0 d=0.129777 t=5015
di san bai 	第三百	c=1 d=2.63147 t=5015
di san bai er shi ba ji 	第三百二十八集	c=1 d=0.752014 t=5015
di san bai er shi er ji 	第三百二十二集	c=1 d=0.729789 t=5015
di san bai er shi ji 	第三百二十集	c=1 d=0.722527 t=5015
di san bai er shi jiu ji 	第三百二十九集	c=1 d=0.755784 t=5015
di san bai er shi liu ji 	第三百二十六集	c=1 d=0.744532 t=5015
di san bai er shi qi ji 	第三百二十七集	c=1 d=0.748264 t=5015
di san bai er shi san ji 	第三百二十三集	c=1 d=0.733447 t=5015
di san bai er shi si ji 	第三百二十四集	c=1 d=0.737123 t=5015
di san bai er shi wu ji 	第三百二十五集	c=1 d=0.740818 t=5015
di san bai er shi yi ji 	第三百二十一集	c=1 d=0.726149 t=5015
di san bai ling ba ji 	第三百零八集	c=1 d=0.677057 t=5015
di san bai ling jiu ji 	第三百零九集	c=1 d=0.683861 t=5015
di san bai ling liu ji 	第三百零六級	c=1 d=0.67032 t=5015
di san bai ling qi ji 	第三百零七集	c=1 d=0.67368 t=5015
di san bai ling san ji 	第三百零三集	c=1 d=0.66034 t=5015
di san bai ling si ji 	第三百零四集	c=1 d=0.66365 t=5015
di san bai ling wu ji 	第三百零五集	c=1 d=0.666977 t=5015
di san bai ling yi ji 	第三百零一集	c=1 d=0.650509 t=5015
di san bai san shi ji 	第三百三十集	c=1 d=0.759572 t=5015
di san bai yi shi ba ji 	第三百一十八集	c=1 d=0.715338 t=5015
di san bai yi shi er ji 	第三百一十二集	c=1 d=0.694197 t=5015
di san bai yi shi ji 	第三百一十集	c=1 d=0.687289 t=5015
di san bai yi shi jiu ji 	第三百一十九集	c=1 d=0.718924 t=5015
di san bai yi shi liu ji 	第三百一十六集	c=1 d=0.70822 t=5015
di san bai yi shi qi ji 	第三百一十七集	c=1 d=0.71177 t=5015
di san bai yi shi san ji 	第三百一十三集	c=1 d=0.697676 t=5015
di san bai yi shi si ji 	第三百一十四集	c=1 d=0.701173 t=5015
di san bai yi shi wu ji 	第三百一十五集	c=1 d=0.704688 t=5015
di san bai yi shi yi ji 	第三百一十一集	c=1 d=0.690734 t=5015
di san fang 	第三方	c=0 d=0.0384812 t=5015
di san fang lian jie chi 	第三方連接池	c=1 d=0.386741 t=5015
di san ge 	第三個	c=1 d=0.175566 t=5015
di san ge can shu 	第三個參數	c=1 d=0.103312 t=5015
di si ge 	第四個	c=0 d=0.0135335 t=5015
di yi ci 	第一次	c=0 d=0.0278037 t=5015
di yi ci deng lu 	第一次登錄	c=1 d=0.279431 t=5015
di yi ge 	第一個	c=0 d=0.00195457 t=5015
di yi tiao 	第一條	c=0 d=0.012938 t=5015
di yu 	地獄	c=0 d=0.00221482 t=5015
di zhi 	地址	c=1 d=0.640824 t=5015
dian 	點	c=1 d=0.860708 t=5015
dian hua 	電話	c=1 d=0.0824965 t=5015
dian ji 	點擊	c=1 d=0.86587 t=5015
dian ji shang chuan 	點擊上傳	c=1 d=0.802519 t=5015
dian jing 	電競	c=2 d=1 t=5015
dian liang 	電量	c=1 d=0.384812 t=5015
dian liang 	點亮	c=1 d=0.382893 t=5015
dian nao 	電腦	c=3 d=0.582169 t=5015
dian nao ban gong 	電腦辦公	c=1 d=0.109701 t=5015
dian shang 	電商	c=1 d=0.371577 t=5015
dian shang 	點上	c=0 d=0.0367879 t=5015
dian shang xiang mu 	點上項目	c=1 d=0.369723 t=5015
dian xin 	電信	c=4 d=0.0598889 t=5015
dian xin ka 	電信卡	c=1 d=0.0202419 t=5015
dian xing 	典型	c=0 d=0.0603506 t=5015
dian xing mo shi 	典型模式	c=1 d=0.606531 t=5015
dian zi you jian 	電子郵件	c=1 d=0.194952 t=5015
diao 	掉	c=0 d=0.0254107 t=5015
diao fang fa 	掉方法	c=1 d=0.255381 t=5015
diao yong 	調用	c=11 d=1.78427 t=5015
diao yong gong chang fang fa 	調用工廠方法	c=1 d=0.70822 t=5015
diao yong jie kou 	調用接口	c=1 d=0.348192 t=5015
diao yong jie kou fang fa 	調用接口方法	c=1 d=0.256661 t=5015
diao yong le 	調用了	c=1 d=0.687289 t=5015
diao yong shu ju ku 	調用數據庫	c=1 d=0.511709 t=5015
die dai 	迭代	c=2 d=1.83705 t=5015
ding dan 	訂單	c=2 d=0.884434 t=5015
ding dan bian hao 	訂單編號	c=2 d=0.618976 t=5015
ding dan bian hao shu liang 	訂單編號數量	c=1 d=0.33454 t=5015
ding dan biao zhong 	訂單表中	c=1 d=0.358796 t=5015
ding dan jin e 	訂單金額	c=1 d=0.377192 t=5015
ding dan xiang qing 	訂單詳情	c=1 d=0.329559 t=5015
ding dan zhuang tai 	訂單狀態	c=1 d=0.379083 t=5015
ding dian 	定點	c=0 d=0.0339596 t=5015
ding dian xiang qing biao 	定點詳情表	c=1 d=0.341298 t=5015
ding shi qi 	定時器	c=1 d=1.56586e-11 t=5015
ding yi 	定義	c=8 d=2.8312 t=5015
dong tai 	動態	c=1 d=0.862254 t=5015
dong tai dai li 	動態代理	c=5 d=2.09049 t=5015
dong tai dai li lei 	動態代理類	c=1 d=0.331211 t=5015
dong tai de gei mu biao dui xiang 	動態的給目標對象	c=1 d=0.316637 t=5015
dong tai de zai nei cun zhong gou jian dai li dui xiang 	動態地在內存中構建代理對象	c=1 d=0.307279 t=5015
dong tai zhi ru 	動態植入	c=1 d=0.603506 t=5015
dong wu 	動物	c=0 d=0.00106734 t=5015
dong wu lei 	動物類	c=1 d=0.0107269 t=5015
dong xi 	東西	c=0 d=0.0394554 t=5015
dong zuo 	動作	c=0 d=0.0182684 t=5015
dou 	都	c=2 d=0.0672269 t=5015
dou feng zhuang cheng shi ti lei 	都封裝成實體類	c=1 d=0.142274 t=5015
dou ji cheng 	都繼承	c=1 d=0.418952 t=5015
dou pei zhi le 	都配置了	c=1 d=0.344728 t=5015
dou shi 	都是	c=1 d=0.951229 t=5015
dou shi yi ge zi lei 	都是一個子類	c=1 d=0.010889 t=5015
dou tui 	抖腿	c=1 d=0.00588705 t=5015
dou xu yao kai qi shi wu 	都需要開啓事物	c=1 d=0.0464212 t=5015
dou xu yao xie 	都需要寫	c=1 d=0.0523397 t=5015
dou yao 	都要	c=1 d=0.0585669 t=5015
dou you 	都有	c=1 d=0.00628242 t=5015
du 	度	c=1 d=0.0548812 t=5015
du 	讀	c=0 d=0.0546074 t=5015
du dong 	讀懂	c=1 d=0.0350844 t=5015
du shi 	都市	c=0 d=0.0715338 t=5015
du shi qi yuan 	都市奇緣	c=1 d=0.718924 t=5015
du shu 	讀書	c=1 d=0.00775048 t=5015
duan 	段	c=1 d=0.0120946 t=5015
duan lian shen ti 	鍛鍊身體	c=1 d=0.279431 t=5015
duan xin 	短信	c=0 d=0.00196437 t=5015
dui 	對	c=12 d=0.680594 t=5015
dui bi 	對比	c=0 d=0.0162838 t=5015
dui bi chong fu 	對比重複	c=1 d=0.163654 t=5015
dui bu qi 	對不起	c=1 d=0.343009 t=5015
dui dai ma 	對代碼	c=1 d=0.00923273 t=5015
dui gong zi 	對工資	c=1 d=0.22091 t=5015
dui hua 	對話	c=0 d=0.0247833 t=5015
dui shang pin 	對商品	c=1 d=0.467666 t=5015
dui shu ju ku 	對數據庫	c=2 d=0.928417 t=5015
dui xian you de lei you ying xiang 	對現有的類有影響	c=1 d=0.0513033 t=5015
dui xiang 	對象	c=39 d=5.80581 t=5015
dui xiang chuang jian 	對象創建	c=1 d=0.0495388 t=5015
dui xiang de yi lai guan xi 	對象的依賴關係	c=1 d=0.0590129 t=5015
dui xiang fa sheng geng gai shi 	對象發生更改時	c=1 d=0.852144 t=5015
dui xiang fang zai 	對象放在	c=1 d=0.00835412 t=5015
dui xiang guan xi ying she 	對象關係映射	c=1 d=0.00909528 t=5015
dui xiang he shu ju ku biao de jiao hu 	對象和數據庫表的交互	c=1 d=0.0124007 t=5015
dui xiang hua 	對象化	c=1 d=0.0100017 t=5015
dui xiang jiu bian wei le 	對象就變爲了	c=1 d=0.810584 t=5015
dui xiang ming 	對象名	c=1 d=0.0135686 t=5015
dui xiang shan chu le 	對象刪除了	c=1 d=0.00474815 t=5015
dui xiang shu xing 	對象屬性	c=1 d=0.856415 t=5015
dui xiang shu zu 	對象數組	c=2 d=0.24782 t=5015
dui xiang ying she wen jian 	對象映射文件	c=1 d=0.0223708 t=5015
dui xiang zhi jie bao cun dao shu ju 	對象直接保存到數據	c=1 d=0.0488012 t=5015
dui ying 	對應	c=3 d=0.688448 t=5015
dui ying de 	對應的	c=1 d=0.63385 t=5015
dui ying de ji lu 	對應的記錄	c=1 d=0.913931 t=5015
dui ying de lei 	對應的類	c=1 d=0.423162 t=5015
dui ying yi ge ren 	對應一個人	c=1 d=0.00618889 t=5015
dui ying zhong jian biao 	對應中間表	c=1 d=0.357007 t=5015
dun guo 	燉鍋	c=0 d=0.0650509 t=5015
duo 	多	c=1 d=0.0939568 t=5015
duo ci 	多次	c=1 d=0.108067 t=5015
duo de 	多的	c=0 d=0.0683861 t=5015
duo dui duo 	多對多	c=3 d=0.447259 t=5015
duo dui duo ying she 	多對多映射	c=2 d=0.14452 t=5015
duo dui duo ying she guan xi 	多對多映射關係	c=1 d=0.349938 t=5015
duo dui yi 	多對一	c=7 d=1.87318 t=5015
duo ge 	多個	c=0 d=0.0120032 t=5015
duo ge shou huo di zhi 	多個收貨地址	c=1 d=0.120633 t=5015
duo jiu 	多久	c=0 d=0.00608101 t=5015
duo li 	多例	c=3 d=0.195686 t=5015
duo shao 	多少	c=0 d=0.187451 t=5015
duo shao ge 	多少個	c=0 d=0.187045 t=5015
duo shao kai shi 	多少開始	c=1 d=0.923116 t=5015
duo tiao 	多條	c=0 d=0.0128735 t=5015
duo tiao shu ju 	多條數據	c=1 d=0.12938 t=5015
duo xian cheng 	多線程	c=1 d=0.479505 t=5015
duo yu 	多餘	c=1 d=0.0239928 t=5015
e wai de 	額外的	c=0 d=0.0245367 t=5015
e wai de gong neng 	額外的功能	c=1 d=0.246597 t=5015
en 	恩	c=3 d=0.951229 t=5015
en en 	嗯嗯	c=1 d=0.153355 t=5015
er 	二	c=1 d=0.0963739 t=5015
er 	而	c=1 d=0.025223 t=5015
er bai 	二百	c=0 d=0.0631284 t=5015
er bai jiu shi qi ji 	二百九十七集	c=1 d=0.634448 t=5015
er ji 	二集	c=0 d=0.207066 t=5015
er ji huan cun 	二級緩存	c=6 d=0.171187 t=5015
er jin zhi 	二進制	c=0 d=0.0814647 t=5015
er jin zhi lei xing 	二進制類型	c=1 d=0.818731 t=5015
er shi 	二十	c=0 d=0.660905 t=5015
er shi qi 	二十七	c=0 d=0.0744532 t=5015
fa 	發	c=2 d=0.293758 t=5015
fa lv fa gui 	法律法規	c=0 d=0.0343009 t=5015
fa sheng 	發生	c=0 d=0.0847894 t=5015
fa song 	發送	c=4 d=0.850794 t=5015
fa song qing qiu 	發送請求	c=1 d=0.0833256 t=5015
fan 	反	c=0 d=0.00862936 t=5015
fan hui 	返回	c=8 d=1.2938 t=5015
fan hui de lu jing 	返回的路徑	c=1 d=0.244143 t=5015
fan hui hou tong zhi 	返回後通知	c=1 d=0.020141 t=5015
fan hui mu biao dui xiang 	返回目標對象	c=1 d=0.358796 t=5015
fan hui quan bu shu ju 	返回全部數據	c=1 d=0.106992 t=5015
fan hui suo you shu ju 	返回所有數據	c=3 d=0.422336 t=5015
fan hui tong zhi 	返回通知	c=1 d=0.0206508 t=5015
fan hui yi ge 	返回一個	c=1 d=0.379083 t=5015
fan hui yi tiao shu ju 	返回一條數據	c=2 d=0.2747 t=5015
fan hui zhi 	返回值	c=1 d=0.860145 t=5015
fan she 	反射	c=1 d=0.329559 t=5015
fan shi 	範式	c=0 d=0.00135009 t=5015
fan suo 	繁瑣	c=0 d=0.000873865 t=5015
fan wei 	範圍	c=0 d=0.0222017 t=5015
fan wei nei 	範圍內	c=1 d=0.00790705 t=5015
fan yi 	翻譯	c=2 d=0.753936 t=5015
fan yin hao 	反引號	c=1 d=0.0867261 t=5015
fan zhuan 	反轉	c=1 d=0.589467 t=5015
fang 	放	c=0 d=0.0814647 t=5015
fang 	方	c=0 d=0.0501576 t=5015
fang an 	方案	c=0 d=0.00188734 t=5015
fang bian 	方便	c=0 d=0.0181772 t=5015
fang bian zuo 	方便做	c=1 d=0.182684 t=5015
fang dao 	放到	c=0 d=0.0116484 t=5015
fang dao ji he zhong 	放到集合中	c=1 d=0.117068 t=5015
fang fa 	方法	c=44 d=5.87117 t=5015
fang fa ming 	方法名	c=2 d=1.1315 t=5015
fang fa ming shi bu shi 	方法名是不是	c=1 d=0.522046 t=5015
fang fa shi 	方法時	c=1 d=0.806541 t=5015
fang fa zhong 	方法中	c=1 d=1.57371e-11 t=5015
fang hui 	放回	c=0 d=0.00992613 t=5015
fang hui shu ju ku zhong 	放回數據庫中	c=1 d=0.0997588 t=5015
fang qi 	放棄	c=0 d=0.00710054 t=5015
fang qi ba 	放棄吧	c=1 d=0.0713613 t=5015
fang ru 	放入	c=1 d=0.00565622 t=5015
fang shi 	方式	c=8 d=1.50223 t=5015
fang shi er 	方式二	c=1 d=0.00778933 t=5015
fang shu ju 	放數據	c=1 d=0.818731 t=5015
fang wen 	訪問	c=7 d=1.70728 t=5015
fang wen ci shu 	訪問次數	c=1 d=0.00806679 t=5015
fang wen de 	訪問的	c=3 d=0.840098 t=5015
fang wen fang shi 	訪問方式	c=1 d=0.235746 t=5015
fang wen lu jing 	訪問路徑	c=3 d=0.962108 t=5015
fang xiang 	方想	c=1 d=0.70822 t=5015
fang xing 	放行	c=9 d=3.89234 t=5015
fang xing jing tai zi yuan 	放行靜態資源	c=1 d=0.0672055 t=5015
fang yan 	方言	c=0 d=0.00413782 t=5015
fang yan pei zhi 	方言配置	c=1 d=0.0415857 t=5015
fang zai 	放在	c=8 d=1.1163 t=5015
fang zai tong yi ge wen jian jia 	放在同一個文件夾	c=1 d=0.122456 t=5015
fang zhi 	防止	c=3 d=2.18629 t=5015
fei 	費	c=1 d=1.6544e-11 t=5015
fei 	非	c=1 d=0.869358 t=5015
fei chang 	非常	c=0 d=0.0582748 t=5015
fei chang bu ling huo 	非常不靈活	c=1 d=0.585669 t=5015
fei chang you xiu 	非常優秀	c=1 d=0.177284 t=5015
fei qin ru shi kuang jia 	非侵入式框架	c=1 d=0.054204 t=5015
fei zhu jian ying she 	非主鍵映射	c=2 d=0.12252 t=5015
fen lei 	分類	c=1 d=0.618783 t=5015
fen li 	分離	c=0 d=0.0548812 t=5015
fen pei 	分配	c=0 d=0.0432785 t=5015
fen pei jue se 	分配角色	c=2 d=0.127233 t=5015
fen pei quan xian 	分配權限	c=2 d=0.236634 t=5015
fen xi 	分析	c=0 d=0.001649 t=5015
fen xi bu 	分析部	c=2 d=0.0336501 t=5015
fen ye 	分頁	c=5 d=1.43021 t=5015
fen ye cha xun 	分頁查詢	c=2 d=0.0430569 t=5015
fen ye xian shi 	分頁顯示	c=1 d=0.995012 t=5015
fen ye xian shi shi bai 	分頁顯示失敗	c=1 d=0.99005 t=5015
fen ye zhan shi shang pin 	分頁展示商品	c=3 d=1.5259 t=5015
fen zu 	分組	c=0 d=0.00161635 t=5015
fen zu cha xun 	分組查詢	c=2 d=0.0423661 t=5015
feng yi 	風衣	c=1 d=0.398519 t=5015
feng zhuang 	封裝	c=9 d=1.43387 t=5015
feng zhuang cheng shu zu 	封裝成數組	c=1 d=0.13466 t=5015
feng zhuang jin 	封裝進	c=1 d=0.516851 t=5015
fu 	父	c=0 d=0.0142635 t=5015
fu gai 	覆蓋	c=0 d=0.0847677 t=5015
fu gui hua 	富貴花	c=1 d=0.0378169 t=5015
fu jin 	附近	c=1 d=0.390628 t=5015
fu kuan 	付款	c=0 d=0.0467666 t=5015
fu kuan can kao hao ma 	付款參考號碼	c=1 d=0.0411719 t=5015
fu lei 	父類	c=1 d=0.0585515 t=5015
fu mo kuai dai ma 	父模塊代碼	c=1 d=0.142987 t=5015
fu shen 	複審	c=0 d=0.0276651 t=5015
fu wen 	符文	c=1 d=0.0731678 t=5015
fu wu 	服務	c=0 d=0.0355226 t=5015
fu wu qi 	服務器	c=4 d=0.91074 t=5015
fu za 	複雜	c=1 d=0.0122162 t=5015
fu zhi 	賦值	c=2 d=0.0363668 t=5015
gai 	改	c=4 d=1.50886 t=5015
gai 	該	c=4 d=0.97428 t=5015
gai bian 	改變	c=0 d=0.0856415 t=5015
gai bian shi 	改變時	c=1 d=0.860708 t=5015
gai cao zuo bu ke che xiao 	該操作不可撤銷	c=1 d=0.137381 t=5015
gai cheng 	改成	c=0 d=0.0423162 t=5015
gai le 	改了	c=0 d=0.080229 t=5015
gai le ba 	改了吧	c=1 d=0.506617 t=5015
gai le ma 	改了嗎	c=1 d=0.299692 t=5015
gai lei 	該類	c=0 d=0.0440432 t=5015
gai lei bie de suo you shang pin 	該類別的所有商品	c=1 d=0.442639 t=5015
gai mu lu xia 	該目錄下	c=1 d=0.752014 t=5015
gai qie ru dian 	該切入點	c=1 d=0.0199405 t=5015
gai shang pin yi bei xia jia 	該商品已被下架	c=1 d=0.752014 t=5015
gai yong hu 	該用戶	c=2 d=0.384074 t=5015
gai yong hu de shu ju 	該用戶的數據	c=2 d=0.726639 t=5015
gan jin 	趕緊	c=2 d=0.0292873 t=5015
gan jue bu dao 	感覺不到	c=1 d=0.0623495 t=5015
gao 	高	c=1 d=0.173137 t=5015
gao chuang li 	高創利	c=3 d=0.908165 t=5015
gao de 	搞得	c=0 d=0.00156076 t=5015
gao de wo hai dei qu 	搞得我還得去	c=1 d=0.0156858 t=5015
gao hang 	高航	c=2 d=0.131472 t=5015
gao hang 	高行	c=-1 d=0 t=5015
gao ji 	高級	c=0 d=0.00640057 t=5015
gao ji guan li yuan 	高級管理員	c=1 d=0.0380064 t=5015
gao ji quan xian 	高級權限	c=1 d=0.0620385 t=5015
gao su 	告訴	c=0 d=0.083527 t=5015
gao su liu lan qi 	告訴瀏覽器	c=1 d=0.839457 t=5015
gao su ni 	告訴你	c=1 d=0.151829 t=5015
gao zhi 	告知	c=0 d=0.0980199 t=5015
gao zhi liu lan qi 	告知瀏覽器	c=1 d=0.985112 t=5015
ge 	個	c=3 d=0.955997 t=5015
ge 	哥	c=1 d=0.125556 t=5015
ge di fang 	各地方	c=0 d=0.050409 t=5015
ge li 	隔離	c=0 d=0.00106202 t=5015
ge li ji bie 	隔離級別	c=1 d=0.0106734 t=5015
ge ren xin xi 	個人信息	c=0 d=0.0112478 t=5015
ge shi 	格式	c=1 d=0.396991 t=5015
ge shi cuo wu 	格式錯誤	c=1 d=0.597501 t=5015
ge shi hua 	格式化	c=2 d=0.045502 t=5015
ge shu 	個數	c=1 d=0.0227353 t=5015
ge xing 	個性	c=1 d=0.219386 t=5015
ge xing shang 	個性上	c=1 d=0.205975 t=5015
ge zhong 	各種	c=0 d=0.00184074 t=5015
ge zhong jie liu 	各種節流	c=1 d=0.0184997 t=5015
gei 	給	c=1 d=0.504948 t=5015
gei fang fa 	給方法	c=1 d=0.501576 t=5015
gei mu biao dui xiang 	給目標對象	c=1 d=0.440432 t=5015
gei nin 	給您	c=0 d=0.025284 t=5015
gei wo 	給我	c=0 d=0.0369723 t=5015
gen 	根	c=0 d=0.0767206 t=5015
gen 	跟	c=1 d=0.017163 t=5015
gen ju 	根據	c=1 d=0.111683 t=5015
gen ju shu ju 	根據數據	c=1 d=0.0808629 t=5015
gen ju shu ju ku 	根據數據庫	c=1 d=0.0639279 t=5015
gen ju you guan fa lv fa gui 	根據有關法律法規	c=2 d=0.344728 t=5015
gen yuan su 	根元素	c=4 d=3.17299 t=5015
gen yuan su li 	根元素裏	c=1 d=0.814647 t=5015
geng gai 	更改	c=0 d=0.0847894 t=5015
geng xin 	更新	c=3 d=0.392421 t=5015
geng xin shu ju 	更新數據	c=1 d=0.0347353 t=5015
gong 	攻	c=0 d=0.0268474 t=5015
gong chang 	工廠	c=0 d=0.0789807 t=5015
gong chang dui xiang 	工廠對象	c=1 d=0.0259405 t=5015
gong chang lei 	工廠類	c=1 d=0.0183156 t=5015
gong chang lei chuang jian dui xiang 	工廠類創建對象	c=1 d=0.0182243 t=5015
gong cheng xi 	工程系	c=0 d=0.0108067 t=5015
gong hao 	工號	c=2 d=0.114742 t=5015
gong hui 	工會	c=0 d=0.0442639 t=5015
gong hui ju lei 	工會聚類	c=1 d=0.444858 t=5015
gong ju 	工具	c=0 d=0.0410656 t=5015
gong ju lei 	工具類	c=4 d=0.456079 t=5015
gong neng 	功能	c=5 d=0.460521 t=5015
gong neng ce shi 	功能測試	c=1 d=0.117068 t=5015
gong neng mo kuai 	功能模塊	c=1 d=0.161268 t=5015
gong su kuai le 	攻速快了	c=1 d=0.26982 t=5015
gong wang 	公網	c=1 d=0.0291588 t=5015
gong xiang 	共享	c=1 d=1.035 t=5015
gong xiang yu 	共享域	c=6 d=2.42797 t=5015
gong zi 	工資	c=0 d=0.0219808 t=5015
gong zuo 	工作	c=1 d=0.0760923 t=5015
gou 	夠	c=0 d=0.00178634 t=5015
gou jian 	構建	c=1 d=0.748264 t=5015
gou jian yi ge 	構建一個	c=2 d=0.846589 t=5015
gou wo yong le 	夠我用了	c=1 d=0.017953 t=5015
gu ding 	固定	c=1 d=0.582748 t=5015
gu tou 	骨頭	c=0 d=0.00118551 t=5015
guan bi 	關閉	c=5 d=0.872053 t=5015
guan bi lian jie 	關閉連接	c=1 d=0.0948935 t=5015
guan bi shi wu 	關閉事物	c=4 d=1.37014 t=5015
guan bi zi yuan 	關閉資源	c=3 d=0.263546 t=5015
guan jian ci 	關鍵詞	c=4 d=0.75773 t=5015
guan jian dian 	關鍵點	c=2 d=0.407393 t=5015
guan jian zi 	關鍵字	c=2 d=1 t=5015
guan li 	管理	c=8 d=2.54465 t=5015
guan li lei 	管理類	c=1 d=0.0152222 t=5015
guan li lei dui xiang 	管理類對象	c=1 d=0.0246002 t=5015
guan li lian jie 	管理連接	c=1 d=0.0146986 t=5015
guan li qi 	管理器	c=0 d=0.0946485 t=5015
guan li yuan 	管理員	c=4 d=0.185987 t=5015
guan lian 	關聯	c=1 d=0.298545 t=5015
guan lian guan xi 	關聯關係	c=1 d=0.551563 t=5015
guan lian ying she 	關聯映射	c=1 d=0.106992 t=5015
guan xi 	關係	c=8 d=1.66469 t=5015
guan xi ying she 	關係映射	c=1 d=0.228779 t=5015
guan xin 	關心	c=0 d=0.0582748 t=5015
guan xin ye wu 	關心業務	c=1 d=0.585669 t=5015
guan yi 	冠以	c=0 d=0.00605068 t=5015
guan yu 	關於	c=0 d=0.00188734 t=5015
guan zhu dian 	關注點	c=3 d=1.82339 t=5015
guan zhu dian dai ma 	關注點代碼	c=3 d=1.63088 t=5015
guang zhou 	廣州	c=1 d=0.144424 t=5015
gui fan 	規範	c=0 d=0.0181772 t=5015
gui jia 	歸家	c=0 d=0.0353455 t=5015
gui jia yi tu 	歸家異途	c=1 d=0.355226 t=5015
gui ze 	規則	c=1 d=0.075774 t=5015
gun dong 	滾動	c=0 d=0.00389939 t=5015
gun dong de jie guo ji 	滾動的結果集	c=1 d=0.0195457 t=5015
guo 	過	c=0 d=0.0904837 t=5015
guo cheng 	過程	c=1 d=0.0400517 t=5015
guo ji hua 	國際化	c=3 d=1.93143 t=5015
guo jia 	國家	c=4 d=1.15805 t=5015
guo jia kai fa yin hang 	國家開發銀行	c=0 d=0.029671 t=5015
guo jia kai fa yin hang sheng yuan di dai kuan 	國家開發銀行生源地貸款	c=1 d=0.298197 t=5015
guo lai 	過來	c=0 d=0.11184 t=5015
guo lai de shu ju 	過來的數據	c=1 d=0.782705 t=5015
guo lv qi 	過濾器	c=1 d=0.949867 t=5015
guo ran 	果然	c=1 d=0.818731 t=5015
ha ha 	哈哈	c=2 d=0.156453 t=5015
ha ha ha 	哈哈哈	c=1 d=0.826959 t=5015
hai 	還	c=1 d=0.0198411 t=5015
hai bu 	還不	c=0 d=0.00154523 t=5015
hai bu geng xin 	還不更新	c=1 d=0.0155297 t=5015
hai shi 	還是	c=2 d=1.82511 t=5015
hai shi tai gao 	還是太高	c=1 d=0.554327 t=5015
hai zai 	還在	c=1 d=0.0053377 t=5015
han shu 	函數	c=0 d=0.0472841 t=5015
han you 	含有	c=1 d=1.45272e-11 t=5015
han zi 	漢字	c=2 d=0.34669 t=5015
hang 	行	c=2 d=0.264477 t=5015
hang shu 	行數	c=1 d=0.100259 t=5015
hang suo 	行鎖	c=1 d=0.102797 t=5015
hang zhou 	杭州	c=1 d=0.128735 t=5015
hao 	好	c=0 d=0.0321056 t=5015
