# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	173558
#@/user_id	745a313e-3b80-4f42-9e1d-fa237096293f
da ge dian hua 	打個電話	c=3 d=2.77547e-39 t=173558
da ge men 	大哥們	c=2 d=8.85383e-10 t=173558
da ge zi 	大個子	c=1 d=9.44984e-188 t=131593
da gong 	打工	c=1 d=0.00306538 t=173558
da gong de 	打工的	c=1 d=0.0308074 t=173558
da gong si 	大公司	c=3 d=5.82116e-47 t=173558
da gong si tou tiao 	大公司頭條	c=1 d=7.47579e-49 t=131593
da gong zai 	打工仔	c=1 d=7.78246e-22 t=131593
da gong zhen rong 	打工陣容	c=1 d=8.29355e-35 t=173558
da gou 	打勾	c=1 d=3.74852e-16 t=173558
da gu dong 	大股東	c=1 d=1 t=145414
da gui mo 	大規模	c=3 d=8.17034e-06 t=173558
da guo 	大國	c=2 d=2.17556e-115 t=131593
da guo 	打過	c=1 d=2.18647e-115 t=131593
da ha qian 	打哈欠	c=1 d=1 t=148943
da han 	大漢	c=1 d=9.89753e-115 t=131593
da hao 	打好	c=0 d=9.54482e-189 t=131593
da hei niu 	大黑牛	c=1 d=1.30877e-48 t=173558
da heng 	大亨	c=0 d=1.46199e-28 t=131593
da heng 	大恆	c=2 d=0.00200562 t=173558
da hu 	大呼	c=1 d=2.22315e-193 t=131593
da huan jing 	搭環境	c=1 d=1 t=142680
da hui 	大會	c=0 d=1.90003e-23 t=173558
da hui lai 	打回來	c=1 d=0.0884782 t=173558
da hui yuan 	大會員	c=1 d=1 t=169510
da huo 	大活	c=3 d=0.191092 t=173558
da huo 	大火	c=0 d=3.35509e-36 t=131593
da ji 	大吉	c=0 d=0.1 t=170291
da ji 	打擊	c=1 d=0.000299743 t=173558
da ji shou gan 	打擊手感	c=1 d=2.69207e-33 t=131593
da jia 	大家	c=18 d=0.0272179 t=173558
da jia 	打架	c=6 d=0.0271874 t=173558
da jia bing bu hui yin wei 	大家並不會因爲	c=1 d=2.62783e-43 t=173558
da jia de 	大家的	c=1 d=9.01684e-195 t=131593
da jia dou 	大家都	c=1 d=2.08797e-14 t=131593
da jia dou bu jie yi 	大家都不介意	c=1 d=7.81722e-45 t=173558
da jia dou nan 	大家都難	c=1 d=1.80025e-05 t=173558
da jia dou neng yong 	大家都能用	c=1 d=1.05777e-43 t=173558
da jia dou zhe me shuo 	大家都這麼說	c=1 d=0.0110536 t=173558
da jia hao 	大家好	c=2 d=0.00127476 t=131593
da jia kan 	大家看	c=0 d=0.00338776 t=173558
da jia le 	大家樂	c=0 d=1.26096e-23 t=173558
da jia xiang yong 	大家想用	c=1 d=5.5614e-10 t=173558
da jia yi qi 	大家一起	c=1 d=6.12086e-20 t=173558
da jian 	大劍	c=1 d=3.11427e-188 t=131593
da jian 	搭建	c=43 d=0.472986 t=173558
da jian fu wu qi 	搭建服務器	c=1 d=4.7949e-30 t=173558
da jian hao 	搭建好	c=1 d=0.402524 t=173558
da jian huan jing 	搭建環境	c=3 d=0.115325 t=173558
da jian shu ju ku 	搭建數據庫	c=1 d=7.32924e-22 t=173558
da jian xiao cheng xu 	搭建小程序	c=1 d=1 t=145795
da jiao 	打攪	c=3 d=7.87432e-13 t=173558
da jiao dao 	打交道	c=3 d=0.763379 t=173558
da jiao nin le 	打攪您了	c=1 d=1.36403e-64 t=131593
da jiao ta 	打攪他	c=1 d=3.30278e-56 t=131593
da jie 	大街	c=1 d=6.28563e-09 t=173558
da jiu 	大舅	c=1 d=7.54988e-18 t=173558
da ju 	大局	c=1 d=5.03731e-23 t=173558
da ju guan 	大局觀	c=1 d=5.06256e-22 t=173558
da ka 	打卡	c=7 d=0.0021736 t=173558
da ka qing kuang 	打卡情況	c=1 d=0.00442715 t=173558
da ka qing kuang fen xi 	打卡情況分析	c=2 d=0.00691475 t=173558
da ka shi jian 	打卡時間	c=1 d=3.14984e-57 t=173558
da ka tian shu 	打卡天數	c=1 d=0.00540733 t=173558
da kai 	打開	c=194 d=1.18861 t=173558
da kai de 	打開的	c=1 d=1 t=150740
da kai de shi hou 	打開的時候	c=1 d=2.91033e-09 t=173558
da kai dian nao 	打開電腦	c=1 d=2.84331e-29 t=173558
da kai fu wu 	打開服務	c=1 d=0.882497 t=173558
da kai hou 	打開後	c=1 d=1 t=160023
da kai ji dian qi 	打開繼電器	c=1 d=0.0187793 t=173558
da kai kan kan 	打開看看	c=1 d=2.51828e-42 t=131593
da kai le 	打開了	c=5 d=0.0871609 t=173558
da kai ma 	打開嗎	c=1 d=9.40743e-47 t=173558
da kai shi 	打開時	c=5 d=1 t=153608
da kai shi bai 	打開失敗	c=1 d=0.0155297 t=173558
da kai shi jian 	打開時間	c=1 d=1 t=172669
da kai shou kuan dan 	打開收款單	c=1 d=1.96665e-45 t=173558
da kai shou ye 	打開首頁	c=1 d=1 t=136843
da kai wang ye 	打開網頁	c=2 d=1 t=138230
da kai wen jian 	打開文件	c=1 d=1 t=165480
da kai wen ti 	打開問題	c=1 d=1 t=153557
da kai wu dong zuo 	打開無動作	c=1 d=8.16286e-54 t=131593
da kai ye mian 	打開頁面	c=3 d=1 t=167084
da kai yi xia 	打開一下	c=1 d=6.225e-42 t=173558
da kai zhi hou 	打開之後	c=1 d=0.000111109 t=173558
da kai zhong duan 	打開終端	c=4 d=7.76996e-36 t=173558
da kai zhong wen 	打開中文	c=1 d=2.76821e-67 t=131593
da kai zhu ce biao 	打開註冊表	c=1 d=0.273898 t=173558
da kai zhuang tai 	打開狀態	c=2 d=1.55403e-10 t=173558
da kai zi 	大凱子	c=1 d=4.4554e-19 t=131593
da kou 	大口	c=0 d=0.1 t=143873
da kou da kou 	大口大口	c=1 d=1 t=143874
da kuo hao 	大括號	c=1 d=1 t=148455
da lao 	大佬	c=14 d=2.10752e-06 t=173558
da lao ban 	大老闆	c=1 d=0.00692557 t=173558
da le 	大了	c=1 d=0.121845 t=173558
da le 	打了	c=10 d=1.21887e-05 t=173558
da le dian hua 	打了電話	c=1 d=6.04019e-11 t=173558
da le ge 	搭了個	c=1 d=0.0303487 t=173558
da le qu le 	大了去了	c=1 d=3.74916e-18 t=173558
da le tou 	大樂透	c=1 d=1 t=132423
da lei 	大類	c=4 d=0.0151222 t=173558
da li 	大力	c=0 d=7.89579e-46 t=131593
da li bao 	大禮包	c=1 d=4.62039e-35 t=173558
da li chu qi ji de 	大力出奇跡的	c=1 d=7.93536e-45 t=131593
da lian 	大臉	c=2 d=1 t=142770
da lian 	大連	c=2 d=0.16457 t=168209
da lian guo fang 	大連國房	c=1 d=1 t=168210
da lian jiu xing 	大連就行	c=1 d=5.00782e-188 t=131593
da liang 	大亮	c=1 d=1 t=132374
da liang 	大量	c=6 d=0.0146676 t=173558
da liang cai gou 	大量採購	c=1 d=1 t=168246
da liang kong ge 	大量空格	c=1 d=1 t=157066
da liang shi yong 	大量使用	c=1 d=0.00618889 t=173558
da long 	大龍	c=22 d=0.0561992 t=173558
da long keng 	大龍坑	c=1 d=9.90091e-119 t=131593
da long le 	大龍了	c=1 d=5.53445e-188 t=131593
da long mei le 	大龍沒了	c=3 d=6.73531e-118 t=131593
da long she ji ye 	大龍設計也	c=1 d=1.18668e-43 t=131593
da long shi ye 	大龍視野	c=5 d=2.7028e-21 t=173558
da long yan 	大龍眼	c=3 d=0.0939493 t=173558
da lou 	大樓	c=0 d=0.000377257 t=173558
da lu 	大陸	c=5 d=1 t=151467
da luan 	大亂	c=0 d=2.91737e-09 t=173558
da luan dou 	大亂鬥	c=21 d=0.189191 t=173558
da luan dou yang lao 	大亂鬥養老	c=1 d=3.00551e-64 t=131593
da ma 	大媽	c=0 d=5.65991e-188 t=131593
da ma 	打嗎	c=1 d=7.7169e-187 t=131593
da ma 	打碼	c=2 d=1 t=148460
da ma jiang 	打麻將	c=1 d=8.9195e-185 t=131593
da mao xian 	大冒險	c=3 d=8.29589e-07 t=131593
da mao zi 	大帽子	c=3 d=4.37067e-30 t=131593
da me 	打麼	c=1 d=2.23467e-195 t=131593
da meng 	大夢	c=2 d=1.27858e-30 t=131593
da mi 	大米	c=1 d=0.0381969 t=173558
da mo 	打磨	c=1 d=1.13782e-19 t=173558
da mo fa guo 	大魔法鍋	c=1 d=1.25096e-46 t=131593
da nao 	大腦	c=3 d=1.19926e-20 t=173558
da nian 	大年	c=0 d=1.9623e-20 t=173558
da nian chu san 	大年初三	c=1 d=1.97214e-19 t=173558
da niu 	大牛	c=1 d=1 t=135428
da pai wei 	打排位	c=4 d=2.29403e-33 t=173558
da pan 	大盤	c=8 d=1 t=156732
da pei 	搭配	c=3 d=4.8365e-14 t=173558
da pen ti 	打噴嚏	c=1 d=1 t=152647
da peng 	大棚	c=1 d=1 t=136961
da pi liang 	大批量	c=1 d=7.35423e-62 t=131593
da ping 	大屏	c=31 d=0.654442 t=173558
da ping ce shi 	大屏測試	c=1 d=2.58079e-07 t=173558
da ping kong zhi shi 	大屏控制室	c=1 d=3.39123e-14 t=173558
da ping kong zhi shi de ji gui he zhuo zi 	大屏控制室的機櫃和桌子	c=1 d=3.16196e-14 t=173558
da ping liang du 	大屏亮度	c=1 d=0.0536647 t=173558
da ping mu 	大屏幕	c=1 d=0.0510474 t=173558
da ping qi dong 	大屏啓動	c=1 d=1.0417e-10 t=173558
da ping ying pan 	大屏硬盤	c=1 d=2.16308e-18 t=173558
da po 	打破	c=2 d=0.211125 t=173558
da po luo 	打破落	c=1 d=1.10664e-45 t=131593
da po shu fu 	打破束縛	c=1 d=0.229925 t=173558
da qi 	大氣	c=4 d=0.00111111 t=173558
da qi huan jing 	大氣環境	c=1 d=0.000555857 t=173558
da qi ya qiang 	大氣壓強	c=2 d=2.98089e-11 t=173558
da qian 	打錢	c=1 d=2.87228e-60 t=131593
da qiao 	大橋	c=0 d=0.1 t=132836
da qing chao 	大清朝	c=1 d=1 t=141994
da qing tian 	大晴天	c=1 d=6.60565e-05 t=173558
da quan 	大全	c=0 d=0.0020141 t=173558
da qun 	大羣	c=1 d=1 t=147928
da rao 	打擾	c=0 d=5.24725e-19 t=173558
da rao le 	打擾了	c=8 d=2.92641e-15 t=173558
da rao le da rao le 	打擾了打擾了	c=1 d=6.71348e-19 t=173558
da ren 	達人	c=1 d=5.69928e-05 t=173558
da rou 	大肉	c=0 d=8.41773e-05 t=173558
da rui wen 	打瑞雯	c=1 d=6.74461e-44 t=131593
da san 	大三	c=0 d=4.78399e-63 t=173558
da san da si 	大三大四	c=1 d=4.80797e-62 t=173558
da sha 	大廈	c=0 d=4.52827e-05 t=173558
da shang 	大上	c=1 d=0.119433 t=173558
da shang 	大商	c=3 d=1.07585e-28 t=131593
da shang 	打上	c=3 d=0.0224828 t=173558
da shen 	大神	c=3 d=0.000702469 t=173558
da shen ke yi 	大神可以	c=1 d=1 t=131765
da sheng 	大聲	c=0 d=5.35883e-49 t=131593
da sheng fo jiao 	大乘佛教	c=0 d=5.19072e-23 t=173558
da shi 	大師	c=1 d=0.0205478 t=173558
da shi fu 	大師傅	c=0 d=1.84368e-14 t=131593
da shi fu san ge 	大師傅三個	c=1 d=9.31095e-14 t=131593
da shi fu su du fa 	大師傅速讀法	c=1 d=9.21831e-14 t=131593
da shi guan 	大使館	c=1 d=9.43499e-52 t=173558
da shi mo shi 	大師模式	c=1 d=3.31426e-38 t=131593
da shi xiong 	大師兄	c=1 d=7.56274e-38 t=131593
da shou sheng 	打首勝	c=1 d=2.30953e-24 t=173558
da shu 	大樹	c=10 d=1 t=163780
da shu ju 	大數據	c=6 d=0.0149387 t=173558
da shu ju fen xi 	大數據分析	c=5 d=0.252523 t=173558
da shu te shu 	大書特書	c=1 d=6.6873e-120 t=131593
da shui 	打誰	c=1 d=5.57485e-09 t=173558
da shui bi 	大水筆	c=1 d=3.35441e-62 t=173558
da shui jing 	大水晶	c=2 d=0.403094 t=173558
da shui ne 	打誰呢	c=1 d=1.39126e-120 t=131593
da si 	大四	c=0 d=4.78399e-63 t=173558
da si 	打死	c=0 d=1.29029e-117 t=131593
da suan 	打算	c=1 d=5.47861e-10 t=173558
da suan jin tian jia ban 	打算今天加班	c=1 d=1 t=148077
da ta 	打他	c=4 d=0.772378 t=173558
da tai yang 	打太陽	c=1 d=1 t=132344
da ti 	大體	c=3 d=0.00108628 t=173558
da tian shi 	大天使	c=1 d=3.51381e-20 t=131593
da tie 	打鐵	c=0 d=0.00020601 t=173558
da tie zhuang 	打鐵莊	c=3 d=0.00624246 t=173558
da ting 	大廳	c=0 d=3.33608e-28 t=173558
da tong 	大同	c=2 d=1.92312 t=161689
da tong 	打通	c=1 d=2.18475e-48 t=173558
da tong le 	打通了	c=1 d=2.1957e-47 t=173558
da tou 	大頭	c=2 d=0.00149594 t=173558
da tou de 	打頭的	c=1 d=1.25519e-115 t=131593
da tuan 	大團	c=5 d=2.05453e-119 t=131593
da tuan 	打團	c=1 d=1 t=142778
da tuan bu xu yao 	大團不需要	c=1 d=2.06481e-118 t=131593
da tun 	大屯	c=0 d=0.111366 t=173558
da tun lu 	大屯路	c=1 d=0.612626 t=173558
da tun lu dong zhan 	大屯路東站	c=1 d=0.506617 t=173558
da wan 	大玩	c=1 d=6.37662e-195 t=131593
da wan 	大碗	c=1 d=5.13579e-19 t=173558
da wan 	打完	c=2 d=2.52978e-11 t=131593
da wan kuan mian 	大碗寬麪	c=1 d=3.35052e-19 t=173558
da wan yao gun 	大玩搖滾	c=2 d=1.53553e-193 t=131593
da wan zi 	打完字	c=1 d=2.75505e-11 t=131593
da wang 	達網	c=1 d=1 t=167614
da wen ti 	大問題	c=6 d=0.000121297 t=173558
da wo 	打我	c=1 d=6.83236e-49 t=173558
da xia shou 	打下手	c=1 d=3.9312e-66 t=131593
da xiao 	大小	c=22 d=0.644036 t=173558
da xiao chu li 	大小處理	c=1 d=0.332871 t=173558
da xiao long 	打小龍	c=1 d=5.90511e-39 t=131593
da xiao she zhi 	大小設置	c=1 d=2.3211e-24 t=131593
da xiao xian zhi 	大小限制	c=1 d=0.0248114 t=173558
da xiao xie 	大小寫	c=8 d=0.0103579 t=173558
da xie 	大寫	c=6 d=0.00233695 t=173558
da xie shu zi 	大寫數字	c=1 d=0.000505481 t=173558
da xin hao 	打信號	c=2 d=2.28616e-22 t=173558
da xing 	大型	c=1 d=6.37587e-59 t=173558
da xing 	大星	c=2 d=9.53042e-45 t=131593
da xing 	打星	c=1 d=1 t=142657
da xiong 	大胸	c=2 d=0.00017328 t=173558
da xiong mao 	大熊貓	c=1 d=1 t=172813
da xue 	大學	c=10 d=0.0932394 t=173558
da xue cheng 	大學城	c=1 d=0.0337087 t=173558
da xue de 	大學的	c=1 d=2.35907e-09 t=131593
da xue fang jia bu fang jia 	大學放假不放假	c=1 d=8.46253e-37 t=131593
da xue qi mo kao shi 	大學期末考試	c=1 d=1 t=138984
da xue ren shi 	大學認識	c=1 d=1 t=167141
da xue sheng 	大學生	c=3 d=6.06098e-22 t=173558
da xue si nian 	大學四年	c=1 d=2.00433e-33 t=173558
da xue tong xue 	大學同學	c=2 d=2.68566e-05 t=173558
da xue xin sheng 	大學新生	c=1 d=6.42025e-23 t=173558
da xue zhi hou 	大學之後	c=1 d=5.61634e-08 t=173558
da yang zhou 	大洋洲	c=1 d=1.57854e-47 t=173558
da yao 	打藥	c=0 d=1.52767e-45 t=173558
da ye 	打野	c=32 d=0.178722 t=173558
da yi 	大一	c=3 d=8.09731e-18 t=173558
da yi 	大意	c=1 d=9.66231e-38 t=131593
da yi 	大衣	c=1 d=2.99062e-35 t=131593
da yi 	打一	c=0 d=7.0868e-39 t=131593
da yi ba 	打一把	c=1 d=3.54383e-120 t=131593
da yi da 	打一打	c=1 d=7.12232e-38 t=131593
da yi dun 	打一頓	c=1 d=5.37269e-45 t=173558
da yi ge 	打一個	c=1 d=7.46107e-114 t=131593
da yi ge ren 	打一個人	c=1 d=9.44845e-10 t=173558
da yi shi jing zhou 	大意失荊州	c=1 d=0.00299743 t=131593
da yi xie 	大一些	c=1 d=1.62606e-43 t=173558
da yin 	打印	c=65 d=0.559567 t=173558
da yin an niu 	打印按鈕	c=1 d=0.429557 t=173558
da yin ba 	打印吧	c=1 d=0.0278757 t=173558
da yin ben ke cheng ji dan 	打印本科成績單	c=1 d=2.99376e-18 t=173558
da yin cheng ji dan 	打印成績單	c=1 d=1.37236e-18 t=173558
da yin chu lai 	打印出來	c=2 d=4.60861e-06 t=173558
da yin chu lai gei 	打印出來給	c=1 d=4.63171e-05 t=173558
da yin ci shu 	打印次數	c=14 d=0.000784864 t=173558
da yin dan ju 	打印單據	c=2 d=4.36272e-07 t=173558
da yin de 	打印的	c=1 d=0.000108366 t=173558
da yin dou shi 	打印都是	c=1 d=1.13427e-41 t=173558
da yin hai mei hao 	打印還沒好	c=1 d=1.10075e-41 t=173558
da yin hui zong 	打印彙總	c=3 d=1.62583e-12 t=173558
da yin ji 	打印機	c=8 d=1.38222 t=173558
da yin ji ge 	打印幾個	c=1 d=7.67467e-05 t=173558
da yin jie mian 	打印界面	c=1 d=3.02375e-47 t=173558
da yin ming xi 	打印明細	c=8 d=2.63562e-19 t=173558
da yin mo ban 	打印模板	c=7 d=0.000124291 t=173558
da yin mo ban tiao zheng 	打印模板調整	c=1 d=3.44845e-05 t=173558
da yin na ge 	打印那個	c=1 d=6.15782e-32 t=173558
da yin ren 	打印人	c=2 d=6.27295e-05 t=173558
da yin ri qi 	打印日期	c=1 d=2.54193e-05 t=173558
da yin wan 	打印完	c=1 d=2.65523e-18 t=173558
da yin wei 	打印爲	c=1 d=6.47705e-09 t=173558
da yin xiang guan 	打印相關	c=2 d=1.71718e-08 t=173558
da yin yang shi 	大陰陽師	c=1 d=2.06965e-28 t=131593
da yin yi xia 	打印一下	c=1 d=2.50494e-10 t=173558
da yin zhe ge 	打印這個	c=1 d=9.26767e-18 t=173558
da ying 	打贏	c=1 d=0.125557 t=173558
da ying 	答應	c=0 d=1.85855e-28 t=131593
da ying le 	答應了	c=1 d=1.86787e-27 t=131593
da ying wo 	答應我	c=1 d=5.08258e-39 t=131593
da yong 	大用	c=1 d=1.13373e-06 t=173558
da yu 	大宇	c=0 d=0.1 t=143976
da yu 	大於	c=26 d=0.0750079 t=173558
da yu 	大雨	c=1 d=1 t=132348
da yuan jia qi zhan dui mian 	答源加氣站對面	c=1 d=0.00216573 t=173558
da yuan yuan 	大源源	c=1 d=3.3632e-34 t=131593
da zai 	搭載	c=1 d=8.04569e-31 t=131593
da zao 	大早	c=0 d=1.16825e-07 t=173558
da zhai zhu 	大債主	c=1 d=1 t=150026
da zhan 	大戰	c=2 d=1 t=148055
da zhang 	大漲	c=2 d=1 t=156710
da zhao 	大招	c=26 d=0.126819 t=173558
da zhao dian ren 	大招電人	c=1 d=2.34077e-35 t=173558
da zhao hu 	打招呼	c=1 d=2.20175e-50 t=131593
da zhao li 	大招裏	c=1 d=1 t=142783
da zhao reng chu lai 	大招扔出來	c=1 d=7.67442e-34 t=173558
da zhe 	打折	c=0 d=0.1 t=172837
da zhong 	大衆	c=0 d=4.13123e-43 t=131593
da zhong dian ping 	大衆點評	c=1 d=2.31024e-57 t=131593
da zhuan kuai 	打磚塊	c=1 d=0.00144449 t=173558
da zi 	打字	c=13 d=0.748271 t=173558
da zi hai zai 	打字還在	c=1 d=0.0446009 t=173558
da zi ne 	打字呢	c=1 d=2.75592e-191 t=131593
da zi su du 	打字速度	c=1 d=7.25485e-49 t=131593
da zui 	大嘴	c=6 d=1.12498 t=173558
dai 	代	c=4 d=8.53203e-05 t=173558
dai 	呆	c=2 d=1.73054e-11 t=173558
dai 	帶	c=60 d=1.52183 t=173558
dai 	待	c=23 d=0.0761538 t=173558
dai 	戴	c=1 d=7.75526e-69 t=131593
dai 	袋	c=1 d=2.58255e-15 t=173558
dai 	貸	c=1 d=1 t=156410
dai an na 	黛安娜	c=1 d=0.000343955 t=173558
dai ban 	待辦	c=40 d=1.00135 t=173255
dai ban gong dan 	待辦工單	c=1 d=7.16922e-27 t=131593
dai ban shi jian 	待辦事件	c=1 d=7.5486e-16 t=131593
dai ban shi xiang 	待辦事項	c=10 d=7.67488e-25 t=131593
dai ban tong zhi 	待辦通知	c=2 d=1.91633e-26 t=131593
dai ban xiao xi 	待辦消息	c=6 d=1 t=173268
dai biao 	代表	c=7 d=0.0965605 t=173558
dai biao zhe 	代表着	c=1 d=0.970446 t=173558
dai bing xian 	帶併線	c=1 d=1.54302e-44 t=131593
dai bu chong 	待補充	c=1 d=6.04842e-42 t=131593
dai bu chong nei rong 	待補充內容	c=6 d=3.99751e-41 t=131593
dai bu dai 	帶不帶	c=1 d=4.61724e-27 t=131593
dai bu shang 	帶不上	c=1 d=0.00618889 t=173558
dai can shu 	帶參數	c=1 d=1.6825e-29 t=131593
dai ce shi 	待測試	c=4 d=1.10566e-12 t=173558
dai chu 	帶出	c=3 d=2.71634e-21 t=173558
dai chu lai 	帶出來	c=2 d=0.900698 t=173558
dai chu li 	待處理	c=94 d=0.646161 t=173244
dai chu li gong dan 	待處理工單	c=1 d=1 t=132658
dai chu li wen ti 	待處理問題	c=1 d=2.44335e-69 t=131593
dai chu lie jie mian 	帶出列界面	c=1 d=1 t=151727
dai chu qu 	帶出去	c=1 d=1.53853e-186 t=131593
dai cuo 	帶錯	c=1 d=1.61351e-187 t=131593
dai dai 	帶帶	c=1 d=0.00472447 t=173558
dai dao 	帶到	c=1 d=1.67159e-15 t=173558
dai dao 	待到	c=1 d=2.72894e-46 t=131593
dai de 	呆的	c=59 d=0.909373 t=173558
dai de de de de de de 	呆的的的的的的	c=21 d=1.25918e-114 t=131593
dai de sheng sheng shi shi 	呆的生生世世	c=2 d=8.31027e-118 t=131593
dai de sheng sheng shi shi de de de de de de de de de de de de de de de de 	呆的生生世世的的的的的的的的的的的的的的的的	c=1 d=5.18211e-120 t=131593
dai de shi dan dun dao 	呆的史丹頓島	c=1 d=7.8287e-121 t=131593
dai de shi dan dun dao shi shou 	呆的史丹頓島實收	c=1 d=7.59732e-121 t=131593
dai de sou suo shi 	呆的搜索時	c=2 d=8.00971e-120 t=131593
dai ding 	待定	c=3 d=1 t=162189
dai er 	戴爾	c=2 d=0.0132336 t=173558
dai fan 	帶飯	c=2 d=1.1198 t=149555
dai fang huo qiang 	帶防火牆	c=1 d=0.075774 t=173558
dai fu 	代付	c=1 d=0.000254808 t=173558
dai ge 	帶個	c=4 d=6.47307e-18 t=173558
dai gei wo 	帶給我	c=1 d=1 t=137458
dai gong 	代工	c=2 d=1.20383e-06 t=173558
dai gong chang 	代工廠	c=1 d=1.03309e-30 t=131593
dai gou 	代溝	c=2 d=2.58105e-59 t=131593
dai gou 	代購	c=7 d=0.1 t=173422
dai gou qu 	代購區	c=1 d=5.11691e-30 t=131593
dai guan xian 	帶管線	c=2 d=1.03382 t=173558
dai guo 	帶過	c=1 d=3.41577e-40 t=131593
dai guo he dao 	帶過河道	c=1 d=1.05031e-48 t=131593
dai guo lai 	帶過來	c=2 d=1.56911e-06 t=173558
dai guo qu 	帶過去	c=2 d=7.9974e-19 t=173558
dai hua 	歹話	c=1 d=3.8539e-48 t=131593
dai hui 	帶回	c=0 d=1.01858e-188 t=131593
dai hui fu de 	帶回福德	c=1 d=1.02369e-187 t=131593
dai hui gong si 	帶回公司	c=1 d=4.12701e-30 t=173558
dai hui jia 	帶回家	c=1 d=1.7089e-10 t=131593
dai hui ju bao 	帶會舉報	c=3 d=1.39378e-38 t=131593
dai hui lai 	帶回來	c=2 d=6.59421e-15 t=173558
dai hui lai kai 	帶回來開	c=1 d=6.62726e-14 t=173558
dai hui qu 	帶回去	c=1 d=0.00191587 t=173558
dai huo 	帶貨	c=1 d=1 t=140326
dai jia 	代價	c=3 d=0.0138483 t=173558
dai jia gao 	代價高	c=1 d=1 t=148512
dai jiao 	代交	c=1 d=0.000305061 t=173558
dai jiao 	代繳	c=3 d=2.95072 t=152969
dai jie zou 	帶節奏	c=1 d=1.05878e-113 t=131593
dai kuai 	帶快	c=1 d=1.4392e-48 t=173558
dai kuan 	帶寬	c=4 d=5.49543e-48 t=173558
dai kuan 	貸款	c=1 d=1 t=137433
dai lai 	帶來	c=3 d=0.0483156 t=173558
dai lai le 	帶來了	c=1 d=1.36106e-09 t=131593
dai le 	帶了	c=5 d=0.0151072 t=173558
dai le 	待了	c=1 d=3.67918e-61 t=131593
dai le 	戴了	c=0 d=2.89532e-08 t=131593
dai le san 	帶了傘	c=1 d=1 t=152346
dai le yan jing he mei you dai yi yang 	戴了眼鏡和沒有帶一樣	c=1 d=2.90983e-07 t=131593
dai li 	代理	c=15 d=5.88565e-07 t=173558
dai li shang 	代理商	c=2 d=0.00218355 t=173558
dai li you xian ji 	代理優先級	c=1 d=7.01532e-07 t=173558
dai lian 	代練	c=1 d=2.0109e-189 t=131593
dai liang ge 	帶兩個	c=1 d=4.42173e-18 t=173558
dai ling 	代領	c=2 d=0.0114473 t=173558
dai ma 	代碼	c=383 d=3.34591 t=173558
dai ma bi jiao 	代碼比較	c=1 d=0.0590129 t=173558
dai ma bian xie 	代碼編寫	c=1 d=6.39714e-10 t=173558
dai ma chong fu 	代碼重複	c=1 d=2.15111e-41 t=131593
dai ma de zhi xing shun xu 	代碼的執行順序	c=1 d=0.0319047 t=173558
dai ma feng ge 	代碼風格	c=1 d=3.72665e-06 t=173558
dai ma ge shi 	代碼格式	c=1 d=0.360595 t=173558
dai ma ge shi hua 	代碼格式化	c=1 d=1 t=157252
dai ma gei ta 	代碼給他	c=1 d=0.852144 t=173558
dai ma geng xin 	代碼更新	c=1 d=4.38445e-36 t=131593
dai ma ji lu 	代碼記錄	c=1 d=0.00290884 t=173558
dai ma li 	代碼裏	c=2 d=6.28349e-05 t=173558
dai ma li mian 	代碼裏面	c=3 d=0.00134011 t=173558
dai ma shi 	代碼時	c=1 d=3.30852e-47 t=131593
dai ma xiang guan wen ti 	代碼相關問題	c=1 d=0.00250366 t=173558
dai ma ye 	代碼也	c=1 d=4.58718e-09 t=173558
dai ma you hua 	代碼優化	c=5 d=0.000263519 t=173558
dai ma yue du 	代碼閱讀	c=1 d=1.33407e-38 t=131593
dai ma zai na 	代碼在哪	c=1 d=0.000426456 t=173558
dai ma zhong 	代碼中	c=1 d=9.12192e-08 t=173558
dai ma zhong shi yong de 	代碼中使用的	c=1 d=1 t=169290
dai mao zi 	戴帽子	c=1 d=6.77287e-05 t=173558
dai mei 	呆妹	c=4 d=1.73025e-09 t=131593
dai ming 	待命	c=2 d=1 t=133423
dai ni 	帶你	c=3 d=1.30428e-37 t=173558
dai ni chi 	帶你吃	c=2 d=2.65622e-44 t=173558
dai ni qu 	帶你去	c=1 d=1.86813e-58 t=131593
dai san 	帶傘	c=1 d=1 t=148293
dai san le ma 	帶傘了嗎	c=2 d=1.33734e-08 t=173558
dai shang 	帶上	c=3 d=0.0272305 t=173558
dai shang 	戴上	c=2 d=0.00264522 t=173558
dai shang chuan 	待上傳	c=2 d=1.61923e-30 t=131593
dai shang lu bing xian 	帶上路兵線	c=1 d=0.158818 t=173558
dai shang san 	帶上傘	c=1 d=1 t=150223
dai shang wo 	帶上我	c=1 d=1.27337e-49 t=131593
dai shou 	代收	c=1 d=1 t=132517
dai shu biao 	帶鼠標	c=1 d=5.72553e-58 t=173558
dai shu ju ku 	帶數據庫	c=1 d=0.00338776 t=173558
dai shu shi wu suo 	代書事務所	c=0 d=5.40571e-118 t=131593
dai tai jiu 	待太久	c=1 d=0.316637 t=131593
dai ti 	代提	c=10 d=1 t=149909
dai ti 	代替	c=2 d=8.86022e-52 t=131593
dai ti jiao 	待提交	c=3 d=1 t=134306
dai tian 	代填	c=27 d=1 t=173444
dai tian de ren 	代填的人	c=1 d=1 t=154704
